bgg_id,mechanic
309250,"Hand Management, Deduction, Betting and Bluffing, Team-Based Game, Chaining, Deck Construction, Drafting, Action/Event"
309297,"Deduction, Memory, Secret Unit Deployment, Team-Based Game, Hidden Movement"
309319,"Hand Management, Investment, Negotiation, Income, Scenario / Mission / Campaign Game, Action Drafting, Worker Placement, Drafting"
309341,"Pattern Building, Modular Board, Solo / Solitaire Game, Slide/Push"
309408,"End Game Bonuses, Drafting"
309430,"Dice Rolling, Market, Variable Set-up, Movement Points, Pick-up and Deliver, Solo / Solitaire Game, Rondel"
309545,"Dice Rolling, Simulation, Chit-Pull System"
309600,"Area Majority / Influence, Hand Management, Area Movement, Cooperative Game, Action Drafting, Solo / Solitaire Game, Zone of Control"
309630,"Area Majority / Influence, Dice Rolling, Victory Points as a Resource, Variable Player Powers, Area Movement, Increase Value of Unchosen Resources, Team-Based Game"
309752,"Set Collection, Worker Placement"
309857,"Dice Rolling, Action Points, Variable Player Powers, Grid Movement"
309862,Trick-taking
309917,"Scenario / Mission / Campaign Game, Cooperative Game, Deduction"
310031,"Hand Management, Set Collection, Events"
310076,"Modular Board, Grid Movement, Pick-up and Deliver, Map Deformation, Contracts"
310100,"Dice Rolling, Modular Board, Variable Player Powers, Player Elimination, Cooperative Game, Hidden Roles, Traitor Game, Semi-Cooperative Game"
310192,"Set Collection, Tile Placement, Pattern Building, Solo / Solitaire Game, Drafting, Pieces as Map"
310194,"Set Collection, End Game Bonuses"
310196,"Set Collection, Drafting"
310198,"Dice Rolling, Set Collection, Paper-and-Pencil, Cooperative Game"
310203,"Dice Rolling, Market, Variable Set-up, Movement Points, Pick-up and Deliver, Solo / Solitaire Game, Rondel"
310363,Dice Rolling
310408,Cooperative Game
310442,"Investment, Victory Points as a Resource, Income, Race, Multiple Maps, Solo / Solitaire Game, Worker Placement"
310448,"Dice Rolling, Action Points, Events, Cooperative Game, Pick-up and Deliver, Legacy Game"
310578,"Dice Rolling, Paper-and-Pencil"
310610,"Hand Management, Cooperative Game, Deduction, Memory, Communication Limits"
310611,"Hand Management, Cooperative Game, Deduction, Memory, Communication Limits"
310612,"Hand Management, Cooperative Game, Deduction, Memory, Communication Limits"
310632,"Dice Rolling, Variable Player Powers, Drafting"
310641,"Hand Management, Take That, Solo / Solitaire Game, Drafting, Delayed Purchase, Deck, Bag, and Pool Building"
310726,"Dice Rolling, Hexagon Grid"
310779,"Area Movement, Worker Placement, Deck, Bag, and Pool Building"
310789,"Events, Movement Template, Dexterity"
310846,"Dice Rolling, Race, Variable Set-up, Roll / Spin and Move, Drafting"
310873,"Square Grid, Network and Route Building, Income, Grid Movement, Movement Points, Variable Phase Order, Area Movement, Connections, Tech Trees / Tech Tracks, Solo / Solitaire Game, End Game Bonuses, Worker Placement, Resource to Move, Follow, Action Retrieval"
310880,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Zone of Control"
310885,"Push Your Luck, Variable Player Powers, Team-Based Game, End Game Bonuses, Drafting"
310888,"Square Grid, Grid Movement, Pattern Movement"
310953,"Variable Player Powers, Drafting"
310968,"Area Majority / Influence, Dice Rolling, Increase Value of Unchosen Resources, End Game Bonuses"
311004,"Simultaneous Action Selection, Victory Points as a Resource, Network and Route Building, Push Your Luck, Programmed Movement, Real-Time, Card Play Conflict Resolution"
311020,"Dice Rolling, Modular Board, Variable Player Powers, Cooperative Game"
311191,"Trick-taking, Set Collection"
311192,"Campaign / Battle Card Driven, Card Play Conflict Resolution"
311193,"Race, Variable Set-up, Tech Trees / Tech Tracks, End Game Bonuses"
311209,"Auction/Bidding, Set Collection, Variable Player Powers, Betting and Bluffing"
311464,"Income, Variable Set-up, Solo / Solitaire Game, Worker Placement, Ownership, Hidden Victory Points, Delayed Purchase"
311465,"Dice Rolling, Simultaneous Action Selection, Paper-and-Pencil, Betting and Bluffing"
311659,"Hand Management, Simultaneous Action Selection, Player Judge"
311686,"Pattern Recognition, Paper-and-Pencil, Cooperative Game, Memory, Storytelling"
311702,"Set Collection, Action Points, Betting and Bluffing, Take That, Card Play Conflict Resolution"
311708,Trick-taking
311715,"Dice Rolling, Push Your Luck, Solo / Solitaire Game"
311751,"Set Collection, Pattern Building, Race, Take That"
311828,"Dice Rolling, Set Collection, Push Your Luck, Action/Event"
311829,Drafting
311894,"Variable Player Powers, Role Playing, Area Movement, Storytelling, Narrative Choice / Paragraph"
311918,"Set Collection, Contracts"
311990,"Trick-taking, Events, Solo / Solitaire Game"
312059,"Simulation, Campaign / Battle Card Driven, Solo / Solitaire Game, Deck Construction"
312182,"Dice Rolling, Dexterity"
312251,"Tile Placement, Action Points, Network and Route Building, Pick-up and Deliver"
312259,"Dice Rolling, Hexagon Grid, Push Your Luck, Paper-and-Pencil, Solo / Solitaire Game"
312267,"Cooperative Game, Elapsed Real Time Ending, Storytelling"
312289,"Hand Management, Matching"
312318,"Set Collection, Increase Value of Unchosen Resources, Worker Placement, Contracts, Action Retrieval"
312346,"Dice Rolling, Hand Management, Trading, Variable Player Powers, Take That, Drafting"
312372,"Area Majority / Influence, Dice Rolling, Enclosure, Paper-and-Pencil, Worker Placement"
312463,"Set Collection, Push Your Luck"
312484,"Once-Per-Game Abilities, Solo / Solitaire Game, Worker Placement, Resource to Move, Drafting, Deck, Bag, and Pool Building, Move Through Deck"
312594,Solo / Solitaire Game
312618,"Set Collection, Cooperative Game, Solo / Solitaire Game, Drafting, TableauBuilding"
312626,"Area Majority / Influence, Hand Management, Campaign / Battle Card Driven"
312726,"Set Collection, Real-Time, Dexterity"
312738,"Dice Rolling, Area Movement, Area-Impulse"
312744,"Variable Set-up, Variable Player Powers"
312762,"Deduction, Betting and Bluffing, Take That, Action Drafting, Hidden Roles, Worker Placement, Hidden Victory Points"
312767,"Auction/Bidding, Hand Management, Set Collection, Push Your Luck, Commodity Speculation"
312786,"Team-Based Game, Real-Time, Communication Limits"
312804,"Simultaneous Action Selection, Variable Player Powers, Action Timer, Solo / Solitaire Game, Worker Placement, Real-Time, Deck Construction"
312904,"Dice Rolling, Variable Player Powers, Grid Movement, Events, Movement Points, Multiple Maps, Solo / Solitaire Game, Storytelling, Finale Ending"
312951,"Hand Management, Player Elimination, Take That, Matching"
312965,"Alliances, Modular Board, Push Your Luck, Variable Set-up, Action Queue, Betting and Bluffing, Team-Based Game, Campaign / Battle Card Driven, Worker Placement, Hidden Movement, King of the Hill"
312968,"Modular Board, Solo / Solitaire Game, Dexterity"
313000,"Set Collection, Drafting"
313002,"Dice Rolling, Hexagon Grid, Grid Movement, Movement Points, Simulation, Variable Phase Order, Zone of Control"
313008,"Scenario / Mission / Campaign Game, Cooperative Game, Roles with Asymmetric Information, Communication Limits"
313010,"Alliances, Hand Management, Simultaneous Action Selection, Negotiation, Trading, Race, Variable Player Powers, Betting and Bluffing, Take That, Prisoner's Dilemma, Card Play Conflict Resolution"
313085,"Cooperative Game, Real-Time, Action/Event, Traitor Game"
313090,"Auction/Bidding, Hexagon Grid, Stock Holding, Network and Route Building"
313129,"Tile Placement, Stock Holding, Network and Route Building"
313163,"Area Majority / Influence, Modular Board, Variable Player Powers, Action Queue, Grid Movement, Take That"
313178,"Dice Rolling, Push Your Luck, Grid Movement, Cooperative Game, Deck, Bag, and Pool Building"
313261,"Hand Management, Action Queue, Betting and Bluffing, Card Play Conflict Resolution"
313262,"Hand Management, Trick-taking, Deduction, Team-Based Game, Hidden Roles, Track Movement"
313269,"Push Your Luck, Variable Player Powers, Scenario / Mission / Campaign Game, Events, Role Playing, Cooperative Game, Deck Construction, Drafting, Finale Ending"
313274,"Dice Rolling, Paper-and-Pencil"
313292,"Dice Rolling, Action Points, Variable Player Powers, Grid Movement"
313349,"Pattern Building, Events, Paper-and-Pencil, Line Drawing, Drafting, Grid Coverage"
313352,"Pattern Recognition, Real-Time, Speed Matching, Dexterity"
313457,"Deduction, Narrative Choice / Paragraph"
313467,"Deduction, Solo / Solitaire Game"
313473,"Hand Management, Matching"
313531,"Dice Rolling, Set Collection, Push Your Luck, Paper-and-Pencil, Line Drawing, Grid Coverage"
313536,Drafting
313539,Set Collection
313540,Set Collection
313695,"Trick-taking, Solo / Solitaire Game, Drafting"
313698,"Dice Rolling, Market, Push Your Luck, Variable Player Powers, Solo / Solitaire Game, End Game Bonuses, Drafting, Re-rolling and Locking"
313718,"Auction/Bidding, Set Collection, Dexterity"
313723,"Push Your Luck, Deduction, Betting and Bluffing, Take That"
313730,"Hand Management, Simultaneous Action Selection, Once-Per-Game Abilities, Variable Set-up, Deduction, Solo / Solitaire Game, Card Play Conflict Resolution, Move Through Deck, Pieces as Map"
313750,"Dice Rolling, Paper-and-Pencil, Solo / Solitaire Game, Legacy Game"
313776,"Dice Rolling, Solo / Solitaire Game"
313817,"Negotiation, Trading, Voting, Deduction, Betting and Bluffing, Hidden Roles, Traitor Game"
313834,"Team-Based Game, Physical"
313841,"Tile Placement, Variable Player Powers, Take That, Chaining, Drafting, Command Cards, Catch the Leader"
313850,"Alliances, Dice Rolling, Negotiation, Grid Movement, Voting, Player Elimination, Take That, Semi-Cooperative Game, Time Track"
313875,"Action Points, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Hidden Movement, Narrative Choice / Paragraph"
313919,"Dice Rolling, Variable Player Powers, Cooperative Game, Map Addition"
313935,"Set Collection, Melding and Splaying, Highest-Lowest Scoring, Solo / Solitaire Game, Move Through Deck"
313963,"Tile Placement, Network and Route Building"
313965,"Set Collection, Variable Player Powers, Worker Placement, Rondel"
314009,"Action Points, Take That, Pick-up and Deliver, Legacy Game"
314019,"Hand Management, Action Points, Cooperative Game, Solo / Solitaire Game"
314026,"Cooperative Game, Deduction, Solo / Solitaire Game, Real-Time"
314040,"Hand Management, Set Collection, Action Points, Point to Point Movement, Variable Player Powers, Cooperative Game, Legacy Game"
314088,"Tile Placement, Cooperative Game, Layering, Solo / Solitaire Game, Drafting"
314125,"Victory Points as a Resource, Negotiation, Worker Placement, Semi-Cooperative Game, Cube Tower"
314243,"Variable Player Powers, Scenario / Mission / Campaign Game, Measurement Movement"
314252,"Variable Player Powers, Scenario / Mission / Campaign Game, Measurement Movement"
314349,Trick-taking
314376,"Dice Rolling, Hexagon Grid, Variable Set-up, Grid Movement, Sudden Death Ending, Hidden Movement, Die Icon Resolution, Re-rolling and Locking"
314393,"Take That, Hidden Roles, Worker Placement, Drafting, Hidden Victory Points, Roles with Asymmetric Information"
314395,"Cooperative Game, Deduction, Storytelling"
314397,"Cooperative Game, Team-Based Game, Communication Limits"
314401,"Set Collection, Network and Route Building, Pick-up and Deliver, Worker Placement, Ownership"
314413,"Hand Management, Set Collection"
314421,"Physical Removal, Dexterity"
314461,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation, Chit-Pull System, Zone of Control"
314491,"Hand Management, Set Collection, Worker Placement, Drafting, Action Retrieval"
314503,"Hand Management, Pattern Building, Layering"
314530,"Area Majority / Influence, Hand Management, Network and Route Building, Drafting"
314542,"Cooperative Game, Deduction, Real-Time"
314550,"Dice Rolling, Set Collection, Variable Player Powers, Worker Placement"
314589,"Modular Board, Variable Player Powers, Solo / Solitaire Game, Drafting, Hidden Victory Points"
314672,"Dice Rolling, Hand Management, Point to Point Movement, Campaign / Battle Card Driven, Solo / Solitaire Game"
314893,"Variable Player Powers, Cooperative Game, Chaining, Solo / Solitaire Game, Real-Time"
315021,Connections
315043,"Hand Management, Deduction"
315044,"Hand Management, Cooperative Game, Deduction, Memory"
315048,"Dice Rolling, Hexagon Grid, Action Points, Modular Board, Grid Movement, Betting and Bluffing, Memory, Secret Unit Deployment, Take That, Map Reduction"
315058,"Cooperative Game, Deduction, Memory"
315059,"Paper-and-Pencil, Role Playing"
315060,"Hand Management, Action Points, Point to Point Movement, Variable Player Powers, Area Movement, Take That, Team-Based Game, Line of Sight, Card Play Conflict Resolution"
315138,"Deck, Bag, and Pool Building"
315196,"Dice Rolling, Modular Board, Point to Point Movement, Variable Set-up, Variable Player Powers, Events, Player Elimination, Role Playing, Cooperative Game, Finale Ending"
315219,"Dice Rolling, Paper-and-Pencil, Grid Coverage"
315221,Deck Construction
315234,"Area Majority / Influence, Hand Management, Tile Placement, Market"
315291,"Dice Rolling, Push Your Luck, Paper-and-Pencil, Sudden Death Ending, Solo / Solitaire Game, Worker Placement, Action/Event"
315624,"Solo / Solitaire Game, End Game Bonuses, Drafting"
315631,"Hand Management, Square Grid, Race, Variable Player Powers, Grid Movement, Three Dimensional Movement"
315670,"Dice Rolling, Dexterity"
315671,"Dice Rolling, Dexterity"
315727,"Area Majority / Influence, Dice Rolling, Hand Management, Simultaneous Action Selection, Negotiation, Variable Player Powers, Grid Movement, Variable Phase Order, Solo / Solitaire Game"
315767,"Paper-and-Pencil, Bingo, Line Drawing, Grid Coverage"
315877,Simultaneous Action Selection
315881,"Hand Management, Variable Player Powers, Drafting"
315882,"Pattern Recognition, Real-Time, Speed Matching, Matching, Dexterity"
315937,"Dice Rolling, Cooperative Game, Solo / Solitaire Game"
315953,"Enclosure, Worker Placement, Hidden Victory Points, Contracts"
315954,"Scenario / Mission / Campaign Game, Paper-and-Pencil, Cooperative Game, Deduction, Hidden Roles, Solo / Solitaire Game, Storytelling"
316080,"Hand Management, Take That"
316085,"Hand Management, Tile Placement, Memory, Layering"
316090,"Network and Route Building, Drafting"
316113,"Betting and Bluffing, Semi-Cooperative Game"
316180,"Area Majority / Influence, Dice Rolling, Set Collection, Variable Player Powers, Betting and Bluffing, Worker Placement"
316182,"Area Majority / Influence, Action Points, Variable Player Powers, Cooperative Game"
316183,"Dice Rolling, Modular Board, Push Your Luck, Area Movement"
316287,"Simultaneous Action Selection, Negotiation, Variable Player Powers, Voting, Deduction, Betting and Bluffing, Memory, Team-Based Game, Hidden Roles, Roles with Asymmetric Information, Traitor Game"
316343,"Hand Management, Variable Set-up, Drafting"
316377,"Hand Management, Simultaneous Action Selection, Set Collection, Variable Player Powers, Drafting, TableauBuilding"
316407,"Set Collection, Semi-Cooperative Game"
316412,"Variable Set-up, Variable Player Powers, Scenario / Mission / Campaign Game, Cooperative Game, Solo / Solitaire Game, Cube Tower, Deck, Bag, and Pool Building"
316546,"Dice Rolling, Paper-and-Pencil, Solo / Solitaire Game, Re-rolling and Locking"
316554,"Variable Player Powers, Take That, Solo / Solitaire Game, Worker Placement, Drafting, Card Play Conflict Resolution, Deck, Bag, and Pool Building, Force Commitment"
316555,"Variable Player Powers, Cooperative Game"
316581,"Grid Movement, Layering"
316594,Cooperative Game
316620,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation"
316622,"Tile Placement, Grid Movement, Drafting, Automatic Resource Growth"
316632,"Cooperative Game, Deduction"
316750,"Hand Management, Once-Per-Game Abilities, Action Points, Point to Point Movement, Scenario / Mission / Campaign Game, Area Movement, Cooperative Game, Pick-up and Deliver, Solo / Solitaire Game, Move Through Deck, Automatic Resource Growth"
316760,"Pattern Building, Paper-and-Pencil"
316786,"Area Majority / Influence, Dice Rolling, Tile Placement, Action Queue, Track Movement, Drafting"
316857,"Hand Management, Simultaneous Action Selection, Set Collection, Variable Player Powers"
316858,"Hand Management, Grid Movement, Scenario / Mission / Campaign Game, Deck, Bag, and Pool Building"
316927,"Alliances, Player Elimination, Memory, Action/Event"
317030,"Simultaneous Action Selection, Negotiation, Variable Player Powers, Voting, Deduction, Betting and Bluffing, Memory, Team-Based Game, Hidden Roles, Roles with Asymmetric Information, Traitor Game"
317105,"Dice Rolling, Race, Action Queue, Chaining, Track Movement, Die Icon Resolution, Re-rolling and Locking, Follow"
317231,"Dice Rolling, Pattern Building, Area Movement, Worker Placement, Drafting, Grid Coverage"
317298,"Set Collection, Pick-up and Deliver"
317311,"Network and Route Building, Cooperative Game, Pick-up and Deliver"
317312,"Area Majority / Influence, Tile Placement, Square Grid, Pattern Recognition, Connections, Grid Coverage"
317313,"Dice Rolling, Modular Board"
317365,"Cooperative Game, Narrative Choice / Paragraph"
317367,"Hand Management, Simultaneous Action Selection, Player Judge"
317372,"Cooperative Game, Deduction, Real-Time"
317418,"Hand Management, Action Points, Deck, Bag, and Pool Building"
317432,"Cooperative Game, Deduction, Real-Time"
317434,"Cooperative Game, Deduction, Real-Time"
317457,"Dice Rolling, Tile Placement, Income, Movement Points, Worker Placement"
317504,"Set Collection, Pattern Building, Variable Set-up, Layering, End Game Bonuses"
317519,"Dice Rolling, Action Points, Variable Player Powers, Role Playing"
317643,"Hand Management, Negotiation, Bribery"
317722,"Area Majority / Influence, Dice Rolling, Deck Construction, Dexterity"
317981,"Player Elimination, Betting and Bluffing"
317983,"Trick-taking, Predictive Bid"
317985,"Area Majority / Influence, Point to Point Movement, Events, Tech Trees / Tech Tracks, Action Drafting, Worker Placement"
318009,"Dice Rolling, Paper-and-Pencil, Grid Coverage"
318079,"Dice Rolling, Pattern Building, Real-Time"
318083,"Cooperative Game, Memory, Solo / Solitaire Game, Real-Time, Speed Matching, Matching"
318084,"Auction/Bidding, Variable Set-up, Variable Player Powers, Drafting, TableauBuilding"
318098,"Hand Management, Set Collection"
318182,"Hand Management, Market, Variable Set-up, End Game Bonuses, TableauBuilding, Deck, Bag, and Pool Building, Move Through Deck"
318183,"Auction/Bidding, Hand Management, Tile Placement, Square Grid, Pattern Building"
318184,"Hand Management, Market, Variable Set-up, Variable Player Powers, Solo / Solitaire Game, End Game Bonuses, TableauBuilding, Deck, Bag, and Pool Building, Move Through Deck"
318195,Memory
318307,"Deduction, Finale Ending"
318322,"Area Majority / Influence, Hand Management, Variable Set-up, Cooperative Game, Campaign / Battle Card Driven, Solo / Solitaire Game, Traitor Game"
318328,"Set Collection, Tile Placement, Drafting"
318353,"Dice Rolling, Action Points, Point to Point Movement, Simulation, Solo / Solitaire Game"
318359,Cooperative Game
318392,"Hand Management, Set Collection"
318472,"Dice Rolling, Square Grid, Push Your Luck, Variable Player Powers, Grid Movement, Movement Points, Critical Hits and Failures, Zone of Control"
318474,"Dice Rolling, Role Playing, Cooperative Game, Drafting, Traitor Game"
318551,Auction/Bidding
318553,"Dice Rolling, Race, Paper-and-Pencil"
318556,Set Collection
318559,"Dice Rolling, Matching"
318560,"Tile Placement, Network and Route Building, Point to Point Movement, End Game Bonuses, Drafting"
318702,"Area Majority / Influence, Line of Sight, Dexterity"
318709,"Auction/Bidding, Hand Management, Market"
318852,"Modular Board, Team-Based Game, Solo / Solitaire Game, Worker Placement"
318977,"Scenario / Mission / Campaign Game, Cooperative Game, Deduction, Team-Based Game, Solo / Solitaire Game"
318983,"Auction/Bidding, Hand Management, Hexagon Grid, Market, Network and Route Building, Solo / Solitaire Game, Worker Placement, Deck, Bag, and Pool Building"
318985,"Variable Phase Order, Increase Value of Unchosen Resources, Action Drafting, End Game Bonuses, TableauBuilding, Hidden Victory Points, Follow"
318996,"Hand Management, Tile Placement, Square Grid, Race, Grid Movement, Map Addition, Take That, Chaining"
319031,"Tile Placement, Action Points, Pattern Building, Drafting"
319107,Cooperative Game
319135,"Cooperative Game, Deduction, Real-Time, Storytelling"
319196,"Hand Management, Set Collection, Worker Placement"
319223,"Hand Management, Cooperative Game, Solo / Solitaire Game, Storytelling"
319263,"Dice Rolling, Action Points, Square Grid, Grid Movement, Movement Points, Stat Check Resolution, Multiple Maps, Solo / Solitaire Game, Line of Sight, End Game Bonuses, Moving Multiple Units, Pieces as Map"
319290,"Dice Rolling, Action Points, Variable Player Powers, Grid Movement"
319295,"Tile Placement, Pattern Building"
319320,"Dice Rolling, Set Collection, Paper-and-Pencil, Chaining"
319375,"Auction/Bidding, Hand Management, Set Collection, Market, Commodity Speculation"
319402,"Hand Management, Cooperative Game, Communication Limits"
319422,"Hand Management, Income, Variable Set-up, Solo / Solitaire Game, End Game Bonuses, Worker Placement, Drafting, TableauBuilding"
319529,Cooperative Game
319579,"Dice Rolling, Push Your Luck, Dexterity"
319592,"Area Movement, Highest-Lowest Scoring, Worker Placement"
319593,"Once-Per-Game Abilities, Set Collection, Solo / Solitaire Game, I Cut, You Choose"
319600,"Dice Rolling, Set Collection, Push Your Luck"
319604,"Cooperative Game, Solo / Solitaire Game"
319680,"Auction/Bidding, Hand Management"
319736,"Market, Variable Player Powers, Ownership"
319754,"Cooperative Game, Memory"
319792,"Set Collection, Network and Route Building, Race, Events, Simulation, Connections, Kill Steal, Command Cards, Contracts, Action Retrieval"
319793,"Market, Income, Drafting, Deck, Bag, and Pool Building"
319899,"Hand Management, Cooperative Game, Deduction, Memory, Solo / Solitaire Game, Storytelling"
319921,"Pattern Building, Hidden Victory Points"
319966,"Area Majority / Influence, Hand Management, Variable Set-up, Team-Based Game, Campaign / Battle Card Driven, Map Reduction, Communication Limits"
319999,"Set Collection, Tile Placement, Map Addition, End Game Bonuses, Drafting, Pieces as Map, Contracts"
320084,"Dice Rolling, Hexagon Grid, Variable Set-up, Grid Movement, Scenario / Mission / Campaign Game, Events, Movement Points, Simulation, Zone of Control"
320097,"Trick-taking, Solo / Solitaire Game"
320390,"Variable Player Powers, Slide/Push, Dexterity"
320446,"Area Majority / Influence, Tile Placement, Income, Variable Player Powers, Take That, Solo / Solitaire Game, End Game Bonuses, Worker Placement, TableauBuilding"
320505,"Hexagon Grid, Tile Placement, Pattern Recognition, Network and Route Building, Variable Set-up, Connections, Map Addition"
320527,"Dice Rolling, Variable Player Powers, Take That"
320677,Dice Rolling
320698,"Dice Rolling, Variable Player Powers, Grid Movement"
320819,"Area Majority / Influence, Hand Management, Set Collection, Tile Placement, Income, Race, End Game Bonuses, Contracts"
320879,"Auction/Bidding, Hexagon Grid, Stock Holding, Network and Route Building"
320881,"Dice Rolling, Point to Point Movement, Chit-Pull System, Solo / Solitaire Game"
320960,"Dice Rolling, Hexagon Grid, Modular Board, Race, Grid Movement, Different Dice Movement, Solo / Solitaire Game, Interrupts"
320992,"Dice Rolling, Set Collection, Variable Set-up, Drafting, Contracts"
321108,"Dice Rolling, Modular Board, Paper-and-Pencil"
321277,"Auction/Bidding, Dice Rolling, Action Points, Time Track"
321305,"Cooperative Game, Deduction, Storytelling, Narrative Choice / Paragraph"
321506,"Hand Management, Set Collection, Negotiation, Variable Player Powers, Take That"
321537,"Point to Point Movement, Simulation, Campaign / Battle Card Driven, Solo / Solitaire Game, Card Play Conflict Resolution"
321539,"Real-Time, Dexterity"
321596,"Hexagon Grid, Tile Placement, Modular Board, Network and Route Building, Point to Point Movement, Pick-up and Deliver, Map Deformation"
321641,"Dice Rolling, Paper-and-Pencil, Bingo, Solo / Solitaire Game, Contracts"
321711,"Cooperative Game, Dexterity"
321713,"Dice Rolling, Role Playing, Solo / Solitaire Game, Storytelling, Narrative Choice / Paragraph"
321720,"Hand Management, Team-Based Game, Track Movement, Deck, Bag, and Pool Building"
321756,"Set Collection, Dexterity"
321757,"Dice Rolling, Pattern Recognition, Race"
321928,"Hand Management, Simulation"
322010,"Hand Management, Set Collection, Pattern Building"
322014,"Area Majority / Influence, Hand Management, Simultaneous Action Selection, Set Collection, Variable Player Powers, Highest-Lowest Scoring, Betting and Bluffing, Drafting"
322039,"Simultaneous Action Selection, Deduction, Solo / Solitaire Game"
322045,"Paper-and-Pencil, Bingo, Line Drawing, Solo / Solitaire Game, Grid Coverage"
322124,"Team-Based Game, Deck, Bag, and Pool Building"
322148,"Cooperative Game, Deduction, Storytelling"
322195,Hand Management
322202,"Tile Placement, Drafting"
322282,"Hand Management, Set Collection, Variable Player Powers, Memory, Solo / Solitaire Game, Drafting"
322283,"Dice Rolling, Action Points, Variable Player Powers, Scenario / Mission / Campaign Game, Role Playing, Measurement Movement"
322339,"Area Majority / Influence, Hand Management, Area Movement"
322421,"Set Collection, Drafting, Time Track"
322451,"Area Majority / Influence, Dice Rolling, Set Collection, Player Elimination, Area Movement, Area-Impulse"
322523,"Dice Rolling, Variable Set-up, Variable Player Powers"
322543,"Betting and Bluffing, Physical"
322560,"Hand Management, Set Collection, Push Your Luck, Cooperative Game, Solo / Solitaire Game"
322561,"Dice Rolling, Variable Player Powers, Take That, Team-Based Game"
322562,"Dice Rolling, Variable Player Powers, Take That, Team-Based Game"
322563,"Dice Rolling, Variable Player Powers, Take That, Team-Based Game"
322588,"Dice Rolling, Tile Placement, Variable Set-up, Worker Placement, Drafting"
322616,"Auction/Bidding, Hand Management, Set Collection, Drafting"
322622,"Set Collection, Solo / Solitaire Game"
322696,Trick-taking
322697,"Action Points, Deduction, Hidden Movement"
322703,"Pattern Building, Push Your Luck, Take That, Solo / Solitaire Game"
322705,"Simultaneous Action Selection, Take That"
322708,"Dice Rolling, Modular Board, Variable Player Powers, Grid Movement, Scenario / Mission / Campaign Game, Role Playing, Movement Points, Cooperative Game, Solo / Solitaire Game"
322709,Solo / Solitaire Game
322785,"Cooperative Game, Deduction, Solo / Solitaire Game, Storytelling"
322984,"Dice Rolling, Modular Board, Variable Player Powers, Grid Movement, Role Playing, Cooperative Game"
322985,"Dice Rolling, Modular Board, Variable Player Powers, Grid Movement, Role Playing, Cooperative Game"
323046,"Dice Rolling, Hexagon Grid, Simulation"
323118,"Cooperative Game, Memory, Solo / Solitaire Game, Communication Limits"
323156,"Set Collection, Action Points, Point to Point Movement, Area Movement, Map Addition, Solo / Solitaire Game, Worker Placement"
323206,Semi-Cooperative Game
323236,"Hand Management, Simulation, Deduction, Card Play Conflict Resolution"
323255,"Paper-and-Pencil, Deduction, Solo / Solitaire Game, Move Through Deck"
323262,Ladder Climbing
323317,"Tile Placement, Deduction, Hidden Roles"
323367,Roll / Spin and Move
323612,"Hand Management, Set Collection, Solo / Solitaire Game, Worker Placement"
323613,"Tile Placement, Drafting"
323614,Pattern Building
323784,"Voting, Deduction, Betting and Bluffing, Hidden Roles, Targeted Clues, Communication Limits"
323882,"Cooperative Game, Deduction"
323898,"Dice Rolling, Solo / Solitaire Game, Worker Placement, Track Movement, Re-rolling and Locking"
323947,"Dice Rolling, Hand Management, Action Points, Modular Board, Variable Player Powers, Grid Movement, Scenario / Mission / Campaign Game, Role Playing, Cooperative Game, Solo / Solitaire Game, Storytelling"
324150,"Hand Management, Variable Player Powers, Simulation, Increase Value of Unchosen Resources, Drafting"
324157,"Scenario / Mission / Campaign Game, Cooperative Game, Deduction"
324242,"Push Your Luck, Race, Variable Set-up, Area Movement, Solo / Solitaire Game, Drafting"
324246,"Paper-and-Pencil, Bingo, Line Drawing, Solo / Solitaire Game"
324320,Ladder Climbing
324344,Trick-taking
324345,"Auction/Bidding, Trick-taking"
324467,"Pattern Building, Cooperative Game, Team-Based Game"
324602,Solo / Solitaire Game
324639,Solo / Solitaire Game
324670,"Dice Rolling, Hexagon Grid, Modular Board, Trading, Events, Paper-and-Pencil, Area Movement, Real-Time"
324853,"Cooperative Game, Deduction, Real-Time"
324856,"Trick-taking, Scenario / Mission / Campaign Game, Cooperative Game, Communication Limits"
324884,Dice Rolling
324941,"Hand Management, Set Collection, Take That"
324957,"Cooperative Game, Deduction, Team-Based Game, Hidden Movement"
325022,"Area Majority / Influence, Action Points, Contracts"
325191,"Tile Placement, Stock Holding, Network and Route Building"
325348,"Area Majority / Influence, Dice Rolling, Point to Point Movement, Variable Set-up, Events, Simulation, Campaign / Battle Card Driven, Pick-up and Deliver"
325382,Push Your Luck
325409,"Hand Management, Set Collection"
325413,"Area Majority / Influence, Connections, Grid Coverage"
325414,"Hand Management, Set Collection, Push Your Luck, Variable Player Powers, Player Elimination, Take That, Card Play Conflict Resolution"
325477,"Tile Placement, Pattern Building, Modular Board, Variable Player Powers, Connections, Pattern Movement, Matching"
325555,"Scenario / Mission / Campaign Game, Role Playing, Cooperative Game, Deduction, Solo / Solitaire Game, Storytelling"
325611,"Hand Management, Events, Player Elimination, Team-Based Game, Chaining, Action/Event, Card Play Conflict Resolution, Semi-Cooperative Game"
325628,"Take That, Drafting"
